index,time,flow,concentration,segment
538,06/09/19 16:30,341.0,3.4,1
539,06/09/19 16:45,341.0,3.4,1
540,06/09/19 17:00,341.0,3.5,1
541,06/09/19 17:15,341.0,3.3,1
542,06/09/19 17:30,341.0,3.5,1
543,06/09/19 17:45,341.0,3.6,1
544,06/09/19 18:00,341.0,3.4,1
545,06/09/19 18:15,341.0,3.5,1
546,06/09/19 18:30,337.0,3.6,1
547,06/09/19 18:45,337.0,3.5,1
548,06/09/19 19:00,337.0,3.5,1
549,06/09/19 19:15,337.0,3.6,1
550,06/09/19 19:30,337.0,3.5,1
551,06/09/19 19:45,337.0,3.7,1
552,06/09/19 20:00,337.0,3.8,1
553,06/09/19 20:30,337.0,3.8,1
554,06/09/19 20:45,337.0,4.0,1
555,06/09/19 21:00,337.0,3.8,1
556,06/09/19 21:15,337.0,3.9,1
557,06/09/19 21:30,337.0,4.0,1
558,06/09/19 21:45,337.0,4.2,1
559,06/09/19 22:00,337.0,4.2,1
560,06/09/19 22:15,337.0,4.6,1
561,06/09/19 22:30,337.0,4.4,1
562,06/09/19 22:45,337.0,4.0,1
563,06/09/19 23:00,337.0,4.2,1
564,06/09/19 23:15,337.0,4.2,1
565,06/09/19 23:30,337.0,4.2,1
566,06/09/19 23:45,337.0,4.1,1
567,06/10/19 00:00,337.0,4.3,1
568,06/10/19 00:15,337.0,4.3,1
569,06/10/19 00:30,337.0,4.0,1
570,06/10/19 00:45,337.0,4.4,1
571,06/10/19 01:00,337.0,4.2,1
572,06/10/19 01:15,337.0,4.4,1
573,06/10/19 01:30,337.0,4.2,1
574,06/10/19 01:45,337.0,4.3,1
575,06/10/19 02:00,337.0,4.3,1
576,06/10/19 02:15,337.0,4.2,1
577,06/10/19 02:30,337.0,4.2,1
578,06/10/19 02:45,337.0,4.1,1
579,06/10/19 03:00,337.0,4.3,1
580,06/10/19 03:15,337.0,4.4,1
581,06/10/19 03:30,337.0,4.4,1
582,06/10/19 03:45,337.0,4.3,1
583,06/10/19 04:00,337.0,4.2,1
584,06/10/19 04:15,337.0,4.4,1
585,06/10/19 04:30,337.0,4.4,1
586,06/10/19 04:45,337.0,4.2,1
587,06/10/19 05:00,337.0,4.0,1
588,06/10/19 05:15,337.0,4.2,1
589,06/10/19 05:30,337.0,4.1,1
590,06/10/19 05:45,337.0,4.0,1
591,06/10/19 06:00,337.0,4.0,1
592,06/10/19 06:15,337.0,3.8,1
593,06/10/19 06:30,337.0,3.8,1
594,06/10/19 06:45,337.0,3.8,1
595,06/10/19 07:00,337.0,3.7,1
596,06/10/19 07:15,337.0,3.6,1
597,06/10/19 07:30,337.0,3.6,1
598,06/10/19 07:45,337.0,3.5,1
599,06/10/19 08:00,337.0,3.6,1
600,06/10/19 08:15,337.0,3.5,1
601,06/10/19 08:30,337.0,3.4,1
602,06/10/19 08:45,337.0,3.3,1
